Timestamp,TemplateID,TabName,ControlID,ClassName,Caption,SemanticLabel,NotifyCode,BeforeValue,AfterValue
"2026-03-03 00:24:55.478",3214,"Landscape",2025,"Edit","","Priority:",1024,"",""
"2026-03-03 00:24:55.493",3214,"Landscape",2025,"Edit","","Priority:",768,"",""
"2026-03-03 00:24:55.493",3214,"Landscape",2024,"Edit","","Map Name",1024,"",""
"2026-03-03 00:24:55.515",3214,"Landscape",2024,"Edit","","Map Name",768,"",""
